SE,drugA,drugB
C0002871,letrozole,quinapril
C0002871,clonidine,Lambda
C0020649,amitriptyline,cephalexin
C0020649,clonidine,nizatidine
C0020649,amitriptyline,celecoxib
C0020649,clonidine,nitroglycerin
C0020649,gatifloxacin,triamcinolone
C0020649,zafirlukast,colesevelam hydrochloride
C0020649,cefadroxil,clonidine
C0002871,candesartan,vincristine
C0002871,nicotinic acid,sucralfate
C0020649,iodixanol,simvastatin
C0020649,doxorubicin,valsartan
C0020649,metformin,trospium chloride
C0013404,cefpodoxime,clarithromycin
C0020649,allopurinol,sulfasalazine
C0020649,paclitaxel,levetiracetam
C0020649,amlodipine,nifedipine
C0020649,moxifloxacin,megestrol
C0020649,quinapril,topiramate
C0002871,bosentan,pregabalin
C0020649,carbamazepine,pioglitazone
C0002871,citalopram,naratriptan
C0020649,metoprolol,levetiracetam
C0032285,cetirizine,methimazole
C0002871,mefenamic acid,valdecoxib
C0000737,pantoprazole,imiquimod
C0015672,dapsone,fosamprenavir
C0013404,omeprazole,tioconazole
C0027497,finasteride,sulfasalazine
C0002871,azithromycin,allopurinol
C0002871,lansoprazole,pantoprazole
C0002871,clopidogrel,perindopril
C0030193,diltiazem,colesevelam hydrochloride
C0013404,felodipine,tiotropium
C0013404,heparin,telithromycin
C0002871,rapamycin,sucralfate
C0027497,felodipine,duloxetine
C0013404,warfarin,9-hydroxyrisperidone
C0015672,tiagabine,lithium
C0020649,chlorpromazine,megestrol
C0002871,ibuprofen,acitretin
C0002871,dapsone,metformin
C0013404,dantrolene,valproic acid
C0020649,fenofibrate,quazepam
C0002871,nabumetone,piroxicam
C0002871,cytosine arabinoside,medroxyprogesterone
C0008033,methamphetamine,hydroxyzine
C0002871,hydrochlorothiazide,imatinib
C0000737,olanzapine,quetiapine
C0020649,cyclobenzaprine,cisplatin
C0013404,repaglinide,allopurinol
C0020649,amitriptyline,nortriptyline
C0020649,oxycodone,selenium sulfide
C0027497,carvedilol,telmisartan
C0002871,methotrexate,arsenic trioxide
C0040034,donepezil,iodixanol
C0020649,folate,paroxetine
C0020649,amiodarone,metoprolol
C0013404,fenofibrate,ursodeoxycholic acid
C0002871,clindamycin,glimepiride
C0013404,fenofibrate,valacyclovir
C0020649,cyclobenzaprine,mirtazapine
C0002871,cytosine arabinoside,amitriptyline
C0002871,chlorthalidone,folate
C0020649,chlorthalidone,fluvoxamine
C0013404,methotrexate,oxaprozin
C0002871,leucovorin,ampicillin
C0013404,clindamycin,glipizide
C0032285,vancomycin,bimatoprost
C0020649,clonazepam,perindopril
C0002871,ceftriaxone,mitoxantrone
C0020649,erythromycin,simvastatin
C0032285,lamivudine,cisplatin
C0020649,mirtazapine,valacyclovir
C0013404,risedronate,exemestane
C0020649,dexamethasone,docetaxel
C0398353,quetiapine,loteprednol etabonate
C0020649,cetirizine,clonidine
C0002871,docetaxel,KCl
C0013404,dexamethasone,dolasetron
C0020649,lidocaine,oxybutynin
C0002871,diltiazem,prazosin
C0020649,carbamazepine,metronidazole
C0020649,carbamazepine,metolazone
C0020649,carbamazepine,metoprolol
C0013404,chlorothiazide,methylprednisolone
C0030193,anastrozole,oxycodone
C0027497,carbamazepine,mexiletine
C0013404,hydroxyurea,dasatinib
C0032285,isoniazid,rifampicin
C0002871,carvedilol,tolterodine
C0020649,carvedilol,topiramate
C0020649,nisoldipine,simvastatin
C0011991,testosterone,FTC
C0020649,cyclophosphamide,pregabalin
C0020649,diazepam,perphenazine
C0020649,salbutamol,cefditoren
C0042963,palonosetron,nystatin
C0020649,ketorolac,tizanidine
C0032285,aspirin,leflunomide
C0020649,hydroxyzine,modafinil
C0002871,captopril,nadolol
C0013404,hydroxyurea,pilocarpine
C0020649,fentanyl,sodium bicarbonate
C0013404,verapamil,amiloride
C0020649,haloperidol,metoclopramide
C0002871,flunisolide,lovastatin
C0002871,atorvastatin,acenocoumarol
C0002871,sulfate,nadolol
C0002871,famotidine,topotecan
C0020649,sulfate,ketorolac
C0002871,ceftazidime,clonidine
C0002871,ceftazidime,clonazepam
C0020649,nalbuphine,promethazine
C0085649,nisoldipine,torasemide
C0015672,cytosine arabinoside,ifosfamide
C0032285,ceftazidime,clopidogrel
C0002871,losartan,thalidomide
C0002871,nicotinic acid,labetalol
C0020649,atenolol,itraconazole
C0027497,carisoprodol,irbesartan
C0020649,captopril,acarbose
C0002871,anastrozole,cetirizine
C0011991,abacavir,naltrexone
C0020649,aspirin,GGG
C0013404,ritonavir,lactulose
C0020649,aspirin,granisetron
C0020649,carisoprodol,ipratropium bromide
C0020649,amlodipine,tamsulosin
C0027497,cyclophosphamide,nisoldipine
C0020649,cyclophosphamide,montelukast
C0008033,nevirapine,temazepam
C0027497,ketorolac,zonisamide
C0020649,ketorolac,zopiclone
C0020649,clindamycin,metronidazole
C0004093,dapsone,diazepam
C0015672,clindamycin,metoprolol
C0020649,clindamycin,metolazone
C0020649,salbutamol,lenalidomide
C0020649,olanzapine,rosiglitazone
C0002871,heparin,fluticasone
C0020649,ipratropium bromide,isosorbide-5-mononitrate
C0020649,olanzapine,eletriptan
C0085649,amantadine,clarithromycin
C0002871,losartan,temozolomide
C0020649,losartan,temazepam
C0020649,cyclophosphamide,doxazosin
C0032285,prochlorperazine,TMC114
C0042963,clotrimazole,oxazepam
C0032285,mitoxantrone,temazepam
C0002871,alprazolam,irbesartan
C0020649,clopidogrel,sevelamer
C0020649,amiodarone,tramadol
C0020649,cytosine arabinoside,fexofenadine
C0020649,cytosine arabinoside,fentanyl
C0015672,rofecoxib,rosuvastatin
C0027497,metoclopramide,gefitinib
C0002871,alprazolam,ipratropium bromide
C0013404,vancomycin,erlotinib
C0020649,benazepril,monamine
C0032285,quetiapine,tenofovir disoproxil fumarate
C0000737,cyclophosphamide,D-penicillamine
C0002871,perindopril,aripiprazole
C0020649,fluoxetine,labetalol
C0002871,lamivudine,tamsulosin
C0020649,carboplatin,olmesartan medoxomil
C0015672,orphenadrine,varenicline
C0002871,loperamide,vinorelbine
C0020649,thyroxine,irinotecan
C0020649,modafinil,olopatadine
C0002871,methotrexate,bosentan
C0015672,loratadine,telmisartan
C0020649,atenolol,hydromorphone
C0020649,tramadol,almotriptan
C0020649,calcitriol,norfloxacin
C0002871,tacrolimus,retinoic acid
C0013404,clotrimazole,digoxin
C0002871,losartan,KCl
C0020649,acetaminophen,olmesartan medoxomil
C0032285,hydroxyurea,ramipril
C0020649,atenolol,cortisol
C0002871,clarithromycin,atazanavir
C0020649,leuprolide acetate,ezetimibe
C0020649,monamine,testosterone
C0020649,bumetanide,fluticasone
C0002871,pyrazinamide,dapsone
C0020649,valacyclovir,bortezomib
C0020649,monamine,terazosin
C0020649,methylphenidate,sucralfate
C0042963,cytosine arabinoside,vincristine
C0002871,rapamycin,simvastatin
C0013404,bumetanide,acenocoumarol
C0002871,propranolol,thiothixene
C0020649,acetaminophen,azelastine
C0020649,KCl,simvastatin
C0027497,acetaminophen,azathioprine
C0020649,diflunisal,fexofenadine
C0027497,valproic acid,aripiprazole
C0002871,acetaminophen,azithromycin
C0020649,fenofibrate,minoxidil
C0002871,benazepril,paroxetine
C0020649,citalopram,fluticasone
C0020649,fenofibrate,mirtazapine
C0002871,amiodarone,calcitriol
C0002871,thyroxine,nabumetone
C0020649,ceftriaxone,fluconazole
C0002871,ceftriaxone,fludarabine
C0020649,dexamethasone,rosuvastatin
C0002871,amphotericin B,atorvastatin
C0032227,ketoprofen,aminophylline
C0013404,tiotropium,iloprost
C0002871,meloxicam,saquinavir
C0020649,omeprazole,tolcapone
C0032285,loperamide,5-aminosalicylic acid
C0013404,amoxicillin,donepezil
C0027497,minoxidil,montelukast
C0020649,testosterone,imiquimod
C0442874,nabumetone,zopiclone
C0011991,nabumetone,zolmitriptan
C0002871,nabumetone,zolpidem
C0398353,clarithromycin,ziprasidone
C0020649,furosemide,ICL670
C0032285,acyclovir,miconazole
C0020649,nitroglycerin,amiloride
C0020649,rizatriptan,ezetimibe
C0020649,mirtazapine,megestrol
C0085649,aspirin,ciclopirox
C0002871,repaglinide,rosiglitazone
C0013404,calcipotriol,citalopram
C0002871,goserelin,simvastatin
C0002871,amiodarone,propofol
C0002871,ethambutol,sertraline
C0027497,fenofibrate,capecitabine
C0020649,quetiapine,zoledronic acid
C0020649,atorvastatin,quinapril
C0013404,phenytoin,clotrimazole
C0002871,metolazone,sevelamer
C0027497,salbutamol,lamotrigine
C0011991,diazepam,galantamine
C0020649,diazepam,gabapentin
C0020649,salbutamol,lamivudine
C0020649,phenytoin,clozapine
C0032285,gabapentin,galantamine
C0020649,zaleplon,darifenacin
C0020649,diazepam,furosemide
C0020649,ranitidine,tizanidine
C0027497,orphenadrine,rosuvastatin
C0020649,pravastatin,temazepam
C0013404,thyroxine,carvedilol
C0020649,hydroxyzine,medroxyprogesterone
C0020456,terazosin,solifenacin succinate
C0020649,lansoprazole,trandolapril
C0002871,ceftazidime,5-fluorouracil
C0020649,mirtazapine,desloratadine
C0020649,ceftazidime,fluoxetine
C0002871,cytosine arabinoside,temazepam
C0020649,temazepam,trazodone
C0020649,furosemide,acenocoumarol
C0020649,temazepam,terazosin
C0002871,cytosine arabinoside,temozolomide
C0032285,diazepam,dutasteride
C0002871,gemcitabine,ifosfamide
C0020649,oxazepam,zolpidem
C0032285,cefuroxime,lamotrigine
C0032285,paclitaxel,paroxetine
C0020649,enalapril,etodolac
C0002871,doxazosin,moxifloxacin
C0027497,leucovorin,aprepitant
C0020649,dicloxacillin,metoprolol
C0020649,naproxen,prochlorperazine
C0008031,dicloxacillin,metronidazole
C0002871,gatifloxacin,rosiglitazone
C0020649,doxazosin,morphine
C0020649,tizanidine,zafirlukast
C0032285,naproxen,probenecid
C0020649,ziprasidone,rosiglitazone
C0020649,adenosine,folate
C0013404,ciprofloxacin,dutasteride
C0020649,carbamazepine,etoposide
C0002871,clotrimazole,lisinopril
C0002871,hydralazine,isosorbide-5-mononitrate
C0020649,acetaminophen,valdecoxib
C0020649,amoxicillin,quetiapine
C0032285,didanosine,loperamide
C0027497,olanzapine,megestrol
C0020649,metformin,thalidomide
C0020649,cefuroxime,clarithromycin
C0020649,ofloxacin,tetracycline
C0020649,risedronate,tegaserod
C0032285,cefazolin,meperidine
C0020649,cytosine arabinoside,rabeprazole
C0020649,KCl,rapamycin
C0020649,cefazolin,dexamethasone
C0027497,lamivudine,valsartan
C0020649,amphotericin B,methylprednisolone
C0002871,verapamil,cisplatin
C0012833,orlistat,levetiracetam
C0020649,alprazolam,doxycycline
C0020649,citalopram,meloxicam
C0013404,granisetron,rofecoxib
C0020649,calcium,hydroxyzine
C0032285,carvedilol,sulfasalazine
C0020649,citalopram,memantine
C0020649,citalopram,meperidine
C0020649,doxepin,ibuprofen
C0002871,amlodipine,valproic acid
C0013404,doxepin,lidocaine
C0002871,itraconazole,metformin
C0015672,felodipine,lisinopril
C0020649,cefepime,tolterodine
C0030193,paclitaxel,capecitabine
C0020649,azithromycin,metoclopramide
C0020649,pregabalin,misoprostol
C0020649,metronidazole,risedronate
C0020649,erythromycin,promethazine
C0020649,methotrexate,vincristine
C0020649,metoclopramide,zolpidem
C0020649,metoclopramide,zolmitriptan
C0011991,venlafaxine,TMC114
C0013404,metoclopramide,zonisamide
C0027497,metoclopramide,zopiclone
C0027497,calcipotriol,sertraline
C0020649,clotrimazole,medroxyprogesterone
C0015672,Ets,brinzolamide
C0002871,didanosine,rabeprazole
C0030193,ketoconazole,ribavirin
C0002871,fosamprenavir,atazanavir
C0020649,risedronate,spironolactone
C0015672,cefprozil,prednisolone
C0020649,naproxen,ambrisentan
C0002871,phentermine,ranitidine
C0020649,alprazolam,valdecoxib
C0002871,ciprofloxacin,estazolam
C0020649,cefuroxime,hydrochlorothiazide
C0030193,atorvastatin,risedronate
C0015672,torasemide,tiotropium
C0002871,KCl,rocuronium
C0020649,citalopram,ofloxacin
C0020649,diclofenac,sucralfate
C0020649,citalopram,olanzapine
C0002871,cyclophosphamide,losartan
C0020649,cyclophosphamide,lovastatin
C0002871,estradiol,quinapril
C0032285,metoprolol,travoprost
C0042963,clotrimazole,trimethoprim
C0013404,nortriptyline,glatiramer acetate
C0013404,diclofenac,methocarbamol
C0030193,diltiazem,ziprasidone
C0020649,diltiazem,naloxone
C0020649,ceftriaxone,folate
C0004604,linezolid,oxybutynin
C0020649,delta 9-tetrahydrocannabinol,nifedipine
C0020649,salbutamol,meprobamate
C0027497,clonidine,tenofovir disoproxil fumarate
C0020649,erythromycin,paroxetine
C0020649,hydrochlorothiazide,cisplatin
C0027497,monamine,scopolamine
C0020649,indomethacin,olanzapine
C0015672,etoposide,lenalidomide
C0020649,indomethacin,ofloxacin
C0020649,nortriptyline,ropinirole
C0020649,ciprofloxacin,misoprostol
C0013404,trihexyphenidyl,warfarin
C0020649,capecitabine,fondaparinux sodium
C0020649,naloxone,NaCl
C0020649,doxycycline,oxcarbazepine
C0020538,alfentanil,rocuronium
C0002871,ribavirin,perindopril
C0020649,lansoprazole,methylphenidate
C0020649,econazole,zolpidem
C0002871,valsartan,paricalcitol
C0027497,clarithromycin,ibandronate
C0032285,fentanyl,varenicline
C0020649,cefazolin,rofecoxib
C0020649,aspirin,quetiapine
C0020649,aspirin,quinapril
C0002871,celecoxib,ranolazine
C0020649,temozolomide,torasemide
C0020649,cetirizine,hydromorphone
C0002871,ofloxacin,gefitinib
C0020649,budesonide,isosorbide-5-mononitrate
C0013404,glibenclamide,stavudine
C0020649,cetirizine,hydrocortisone butyrate
C0020649,cetirizine,cortisol
C0002871,dihydroergotamine,folate
C0027497,pravastatin,methimazole
C0020649,indapamide,propranolol
C0002871,lorazepam,pravastatin
C0020649,indapamide,propofol
C0013404,estradiol,paclitaxel
C0002871,azithromycin,lamivudine
C0020649,levobunolol,rabeprazole
C0020649,propranolol,venlafaxine
C0020649,propranolol,vancomycin
C0027497,propranolol,valsartan
C0020649,lorazepam,pramipexole
C0015672,fluconazole,fluocinonide
C0002871,gabapentin,imatinib
C0020649,fluconazole,fluoxetine
C0020649,fluconazole,5-fluorouracil
C0020649,atorvastatin,calcium chloride
C0002871,fenofibrate,bosentan
C0020649,valsartan,rifampicin
C0013404,cimetidine,valdecoxib
C0020649,calcium,azathioprine
C0398353,cefprozil,clopidogrel
C0020649,tramadol,tegaserod
C0020649,cetirizine,tramadol
C0020649,warfarin,dacarbazine
C0020649,celecoxib,sibutramine
C0032285,fluvoxamine,lamotrigine
C0032285,clonazepam,gentamicin
C0020649,clonazepam,gemcitabine
C0020649,celecoxib,sulfadiazine
C0013404,clonazepam,gemfibrozil
C0020649,calcium,azithromycin
C0020649,nizatidine,desloratadine
C0013404,chlorhexidine,spironolactone
C0002871,lamivudine,valdecoxib
C0020649,amoxicillin,bisoprolol
C0035078,bisoprolol,vancomycin
C0011991,bisoprolol,valsartan
C0013404,cefuroxime,colesevelam hydrochloride
C0027497,loratadine,omeprazole
C0013404,methylprednisolone,rosuvastatin
C0020649,pregabalin,montelukast
C0020649,methocarbamol,nystatin
C0020649,enalapril,latanoprost
C0027497,enalapril,leflunomide
C0032285,pentoxifylline,sertraline
C0002871,NaCl,goserelin
C0015967,clomiphene citrate,lamotrigine
C0020649,clonazepam,ranolazine
C0012833,chlorpheniramine,gabapentin
C0013404,D-penicillamine,allopurinol
C0002871,chlorpheniramine,furosemide
C0002871,tacrolimus,gatifloxacin
C0015967,leucovorin,norfloxacin
C0027497,enalapril,rivastigmine
C0018681,enalapril,ritonavir
C0020649,diclofenac,loratadine
C0032285,heparin,mexiletine
C0020649,diclofenac,loperamide
C0002871,pravastatin,NaCl
C0085649,calcium chloride,tamsulosin
C0020649,diclofenac,lorazepam
C0013404,baclofen,glimepiride
C0015672,enalapril,rizatriptan
C0020649,isosorbide-5-mononitrate,erlotinib
C0020649,tiotropium,pemetrexed
C0002871,enalapril,eptifibatide
C0032285,vancomycin,lactulose
C0032285,celecoxib,gefitinib
C0008031,salbutamol,dicloxacillin
C0020649,salbutamol,dicyclomine
C0030193,salbutamol,didanosine
C0013404,lovastatin,omeprazole
C0020649,lovastatin,ondansetron
C0002871,doxycycline,meperidine
C0020649,cefazolin,KCl
C0020649,ketotifen,simvastatin
C0020649,nicardipine,nitrazepam
C0013404,propranolol,octreotide
C0032285,lovastatin,orlistat
C0002871,acyclovir,telmisartan
C0002871,irinotecan,lactulose
C0002871,ciprofloxacin,bleomycin
C0002871,naproxen,methyldopa
C0020649,isosorbide-5-mononitrate,rosiglitazone
C0027497,tacrolimus,zidovudine
C0032285,cyclosporine,ketoconazole
C0030193,cyclosporine,ketamine
C0020649,cyclosporine,ketoprofen
C0020649,pravastatin,trimipramine
C0030193,lidocaine,methadone
C0002871,ofloxacin,oxcarbazepine
C0020649,N-acetylcysteine,clopidogrel
C0020649,leflunomide,tamsulosin
C0020649,lidocaine,metformin
C0002871,N-acetylcysteine,clonidine
C0020649,promethazine,isosorbide-5-mononitrate
C0002871,acetaminophen,ibuprofen
C0032285,dutasteride,montelukast
C0020649,amlodipine,posaconazole
C0027497,enalapril,colesevelam hydrochloride
C0020649,acetaminophen,lidocaine
C0002871,alfuzosin,rosiglitazone
C0030193,oseltamivir,valacyclovir
C0020649,enalapril,pamidronate
C0020649,bumetanide,vitamin K1
C0018681,chlorambucil,warfarin
C0020649,losartan,ondansetron
C0020649,losartan,omeprazole
C0032285,vitamin K1,NaCl
C0020649,carisoprodol,nortriptyline
C0015967,carisoprodol,levonorgestrel
C0020649,cephalexin,rofecoxib
C0002871,enalapril,pantoprazole
C0002871,verapamil,mirtazapine
C0020649,cephalexin,ropinirole
C0020649,ropinirole,fluticasone
C0011991,fosinopril,risperidone
C0002871,pravastatin,ursodeoxycholic acid
C0013404,nifedipine,torasemide
C0013404,cefotaxime,spironolactone
C0002871,repaglinide,rapamycin
C0020649,clopidogrel,tramadol
C0002871,pravastatin,valacyclovir
C0027497,amphotericin B,rofecoxib
C0002871,amoxicillin,lenalidomide
C0020649,fluvoxamine,furosemide
C0020649,amiodarone,ceftazidime
C0002871,lamotrigine,O-desmethylvenlafaxine
C0013404,doxorubicin,pravastatin
C0002871,tamoxifen,megestrol
C0013404,dipyridamole,enalapril
C0032285,chlorhexidine,oxaliplatin
C0027497,pantoprazole,sumatriptan
C0020649,heparin,sodium bicarbonate
C0013404,pantoprazole,sulindac
C0011991,clonazepam,N-butyldeoxynojirimycin
C0002871,verapamil,sodium bicarbonate
C0020649,clonazepam,methylphenidate
C0013404,clotrimazole,clobetasol
C0020649,ceftriaxone,rifampicin
C0020649,bupropion,doxycycline
C0004093,alprazolam,nortriptyline
C0002871,clopidogrel,losartan
C0020649,clopidogrel,lovastatin
C0020649,alprazolam,repaglinide
C0013404,cyclobenzaprine,hydrochlorothiazide
C0027497,fexofenadine,cromolyn
C0020649,cabergoline,quetiapine
C0013404,rofecoxib,zafirlukast
C0398353,clonidine,gadoversetamide
C0020649,alendronate,ibuprofen
C0013404,ceftazidime,arsenic trioxide
C0020649,alendronate,lidocaine
C0020649,donepezil,5-aminosalicylic acid
C0020649,alendronate,phenelzine
